employee_id,recommended_learning_plan
1866,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1867,Critical Thinking & Complex Decision Making (C-SOFT-01)
1868,Critical Thinking & Complex Decision Making (C-SOFT-01)
1869,Critical Thinking & Complex Decision Making (C-SOFT-01)
1870,Critical Thinking & Complex Decision Making (C-SOFT-01)
1871,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1873,Critical Thinking & Complex Decision Making (C-SOFT-01)
1875,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1876,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1878,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1880,Critical Thinking & Complex Decision Making (C-SOFT-01)
1881,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1882,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1883,Critical Thinking & Complex Decision Making (C-SOFT-01)
1885,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1886,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1888,Critical Thinking & Complex Decision Making (C-SOFT-01)
1890,Critical Thinking & Complex Decision Making (C-SOFT-01)
1892,Critical Thinking & Complex Decision Making (C-SOFT-01)
1893,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1898,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1900,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1903,Critical Thinking & Complex Decision Making (C-SOFT-01)
1905,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1907,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1908,Critical Thinking & Complex Decision Making (C-SOFT-01)
1909,Critical Thinking & Complex Decision Making (C-SOFT-01)
1911,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1912,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1915,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1916,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1918,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1922,Critical Thinking & Complex Decision Making (C-SOFT-01)
1924,Critical Thinking & Complex Decision Making (C-SOFT-01)
1927,Critical Thinking & Complex Decision Making (C-SOFT-01)
1928,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1929,Critical Thinking & Complex Decision Making (C-SOFT-01)
1931,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1932,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1933,Critical Thinking & Complex Decision Making (C-SOFT-01)
1934,Applied Machine Learning & Deep Learning (C-TECH-03)
1935,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1936,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1937,Critical Thinking & Complex Decision Making (C-SOFT-01)
1938,Critical Thinking & Complex Decision Making (C-SOFT-01)
1939,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1940,Critical Thinking & Complex Decision Making (C-SOFT-01)
1941,Critical Thinking & Complex Decision Making (C-SOFT-01)
1943,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1944,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1945,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1947,Critical Thinking & Complex Decision Making (C-SOFT-01)
1948,Critical Thinking & Complex Decision Making (C-SOFT-01)
1949,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1950,Critical Thinking & Complex Decision Making (C-SOFT-01)
1951,Critical Thinking & Complex Decision Making (C-SOFT-01)
1952,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1954,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1955,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1956,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1960,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1961,Critical Thinking & Complex Decision Making (C-SOFT-01)
1962,Critical Thinking & Complex Decision Making (C-SOFT-01)
1965,Critical Thinking & Complex Decision Making (C-SOFT-01)
1966,Critical Thinking & Complex Decision Making (C-SOFT-01)
1967,Critical Thinking & Complex Decision Making (C-SOFT-01)
1968,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1969,Critical Thinking & Complex Decision Making (C-SOFT-01)
1970,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1971,Critical Thinking & Complex Decision Making (C-SOFT-01)
1972,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1973,Critical Thinking & Complex Decision Making (C-SOFT-01)
1974,Critical Thinking & Complex Decision Making (C-SOFT-01)
1975,Critical Thinking & Complex Decision Making (C-SOFT-01)
1976,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1979,Critical Thinking & Complex Decision Making (C-SOFT-01)
1980,Critical Thinking & Complex Decision Making (C-SOFT-01)
1981,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1982,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1985,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1986,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1987,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1989,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1992,Critical Thinking & Complex Decision Making (C-SOFT-01)
1993,Critical Thinking & Complex Decision Making (C-SOFT-01)
1994,Critical Thinking & Complex Decision Making (C-SOFT-01)
1995,Critical Thinking & Complex Decision Making (C-SOFT-01)
1996,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1997,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1998,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1999,Critical Thinking & Complex Decision Making (C-SOFT-01)
2000,Critical Thinking & Complex Decision Making (C-SOFT-01)
2003,Critical Thinking & Complex Decision Making (C-SOFT-01)
2007,Critical Thinking & Complex Decision Making (C-SOFT-01)
2008,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2009,Critical Thinking & Complex Decision Making (C-SOFT-01)
2010,Critical Thinking & Complex Decision Making (C-SOFT-01)
2012,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
2013,Critical Thinking & Complex Decision Making (C-SOFT-01)
2014,Critical Thinking & Complex Decision Making (C-SOFT-01)
2015,Critical Thinking & Complex Decision Making (C-SOFT-01)
2016,Critical Thinking & Complex Decision Making (C-SOFT-01)
2017,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2018,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2019,Critical Thinking & Complex Decision Making (C-SOFT-01)
2020,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2021,Critical Thinking & Complex Decision Making (C-SOFT-01)
2022,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2023,Critical Thinking & Complex Decision Making (C-SOFT-01)
2024,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2025,Critical Thinking & Complex Decision Making (C-SOFT-01)
2026,Critical Thinking & Complex Decision Making (C-SOFT-01)
2027,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2031,Critical Thinking & Complex Decision Making (C-SOFT-01)
2032,Critical Thinking & Complex Decision Making (C-SOFT-01)
2034,Critical Thinking & Complex Decision Making (C-SOFT-01)
2035,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2036,Critical Thinking & Complex Decision Making (C-SOFT-01)
2037,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2038,Critical Thinking & Complex Decision Making (C-SOFT-01)
2040,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2041,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2044,Critical Thinking & Complex Decision Making (C-SOFT-01)
2045,Critical Thinking & Complex Decision Making (C-SOFT-01)
2046,Critical Thinking & Complex Decision Making (C-SOFT-01)
2048,Critical Thinking & Complex Decision Making (C-SOFT-01)
2049,Critical Thinking & Complex Decision Making (C-SOFT-01)
2051,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2052,Critical Thinking & Complex Decision Making (C-SOFT-01)
2053,Critical Thinking & Complex Decision Making (C-SOFT-01)
2054,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2055,Critical Thinking & Complex Decision Making (C-SOFT-01)
2056,Critical Thinking & Complex Decision Making (C-SOFT-01)
2057,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2060,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2061,Critical Thinking & Complex Decision Making (C-SOFT-01)
2062,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
2064,Executive Communication & Stakeholder Alignment (C-SOFT-02)
2065,Critical Thinking & Complex Decision Making (C-SOFT-01)
2068,Executive Communication & Stakeholder Alignment (C-SOFT-02)
