employee_id,job_role,total_required_skills,current_skills_count,matched_skills_count,missing_skills_count,career_readiness_pct,missing_skills_list,current_skills_list
1556,Sales Representative,19,9,9,10,47.37,Active Learning|Active Listening|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Outlook|Speaking|Writing,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software
1557,Sales Executive,19,11,11,8,57.89,Active Learning|Adobe Acrobat|Adobe Photoshop|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Salesforce software|Writing,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Speaking
1558,Research Scientist,22,10,10,12,45.45,Active Learning|Amazon Web Services AWS software|Apache Spark|Bash|Critical Thinking|Docker|Git|GitHub|Learning Strategies|Monitoring|Science|Writing,Active Listening|Ansible software|Apache Hadoop|Apache Kafka|C|C++|Go|Mathematics|Reading Comprehension|Speaking
1560,Sales Executive,19,9,9,10,47.37,Active Learning|Active Listening|Adobe Acrobat|Adobe Illustrator|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Speaking|Writing,Adobe Creative Cloud software|Adobe InDesign|Apple macOS|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Salesforce software
1562,Sales Executive,19,9,9,10,47.37,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Outlook|Monitoring|Salesforce software|Writing,Active Learning|Adobe Illustrator|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Speaking
1563,Human Resources,20,10,10,10,50.0,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Learning Strategies|Microsoft Outlook|Reading Comprehension|Workday software,Adobe Acrobat|Applicant tracking software|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Oracle HRIS|Speaking|Writing
1564,Laboratory Technician,20,8,8,12,40.0,Critical Thinking|Database software|Google Docs|MEDITECH software|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|SAP software|Science|Speaking,Active Learning|Active Listening|Billing software|Commercial plate reader software|Data entry software|Microsoft Excel|Microsoft Word|Writing
1568,Sales Executive,19,9,9,10,47.37,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Monitoring|Salesforce software|Speaking|Writing,Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension
1569,Laboratory Technician,20,8,8,12,40.0,Active Learning|Active Listening|Billing software|Critical Thinking|Google Docs|Microsoft Outlook|Microsoft Word|Monitoring|Reading Comprehension|SAP software|Science|Writing,Commercial plate reader software|Data entry software|Database software|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Speaking
1572,Manufacturing Director,20,15,15,5,75.0,Apache Hadoop|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Reading Comprehension,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Atlassian Confluence|Atlassian JIRA|Critical Thinking|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Monitoring|Speaking|Writing
1573,Manufacturing Director,20,9,9,11,45.0,Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Apache Hadoop|Atlassian Confluence|Atlassian JIRA|Critical Thinking|Learning Strategies|Microsoft PowerPoint|Speaking|Writing,Active Learning|Adobe Acrobat|Amazon Web Services AWS software|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension
1574,Research Scientist,22,11,11,11,50.0,Active Listening|Apache Hadoop|Apache Spark|Bash|C++|Critical Thinking|Git|GitHub|Learning Strategies|Reading Comprehension|Speaking,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Kafka|C|Docker|Go|Mathematics|Monitoring|Science|Writing
1576,Research Scientist,22,11,11,11,50.0,Active Learning|Amazon Web Services AWS software|Apache Spark|C++|Critical Thinking|Git|GitHub|Go|Learning Strategies|Mathematics|Reading Comprehension,Active Listening|Ansible software|Apache Hadoop|Apache Kafka|Bash|C|Docker|Monitoring|Science|Speaking|Writing
1577,Research Scientist,22,9,9,13,40.91,Amazon Web Services AWS software|Ansible software|Apache Kafka|Apache Spark|Bash|C++|Git|GitHub|Go|Mathematics|Reading Comprehension|Science|Writing,Active Learning|Active Listening|Apache Hadoop|C|Critical Thinking|Docker|Learning Strategies|Monitoring|Speaking
1578,Manager,20,16,16,4,80.0,Adobe Creative Cloud software|Critical Thinking|Learning Strategies|Microsoft Excel,Active Learning|Active Listening|Adobe Acrobat|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking|Writing
1580,Research Scientist,22,11,11,11,50.0,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Hadoop|Apache Kafka|C|C++|Critical Thinking|Git|Learning Strategies|Reading Comprehension,Ansible software|Apache Spark|Bash|Docker|GitHub|Go|Mathematics|Monitoring|Science|Speaking|Writing
1581,Research Scientist,22,9,9,13,40.91,Active Learning|Amazon Web Services AWS software|Apache Kafka|Bash|C|Critical Thinking|Docker|Go|Learning Strategies|Reading Comprehension|Science|Speaking|Writing,Active Listening|Ansible software|Apache Hadoop|Apache Spark|C++|Git|GitHub|Mathematics|Monitoring
1582,Sales Executive,19,9,9,10,47.37,Active Listening|Adobe Illustrator|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Monitoring|Salesforce software|Writing,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Speaking
1583,Sales Executive,19,9,9,10,47.37,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Apple macOS|Critical Thinking|Reading Comprehension|Salesforce software,Active Learning|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Speaking|Writing
1585,Sales Executive,19,10,10,9,52.63,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Critical Thinking|Monitoring|Reading Comprehension,Adobe Acrobat|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Salesforce software|Speaking|Writing
1586,Laboratory Technician,20,10,10,10,50.0,Active Learning|Commercial plate reader software|Critical Thinking|Google Docs|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|SAP software|Writing,Active Listening|Billing software|Data entry software|Database software|MEDITECH software|Microsoft Excel|Microsoft Word|Monitoring|Science|Speaking
1587,Healthcare Representative,19,9,9,10,47.37,Amazon Web Services AWS software|Apache Hadoop|Google Analytics|HubSpot software|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Excel|Microsoft Office software|Microsoft Outlook,Active Learning|Active Listening|Critical Thinking|Google Workspace software|Monitoring|Reading Comprehension|Salesforce software|Speaking|Writing
1588,Sales Executive,19,9,9,10,47.37,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Monitoring|Reading Comprehension|Speaking,Active Listening|Adobe Illustrator|Adobe Photoshop|Apple macOS|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Salesforce software|Writing
1590,Healthcare Representative,19,8,8,11,42.11,Active Listening|Google Analytics|Google Workspace software|IBM SPSS Statistics|Intuit QuickBooks|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Salesforce software|Speaking|Writing,Active Learning|Amazon Web Services AWS software|Apache Hadoop|Critical Thinking|HubSpot software|Linux|Monitoring|Reading Comprehension
1591,Manager,20,14,14,6,70.0,Adobe Photoshop|Amazon Web Services AWS software|Critical Thinking|Learning Strategies|Microsoft PowerPoint|Speaking,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Apache Hadoop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Writing
1592,Research Scientist,22,9,9,13,40.91,Active Learning|Apache Hadoop|Bash|C|C++|Critical Thinking|Docker|Git|GitHub|Learning Strategies|Mathematics|Science|Writing,Active Listening|Amazon Web Services AWS software|Ansible software|Apache Kafka|Apache Spark|Go|Monitoring|Reading Comprehension|Speaking
1594,Laboratory Technician,20,10,10,10,50.0,Active Learning|Billing software|Data entry software|MEDITECH software|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|Monitoring|Reading Comprehension|Writing,Active Listening|Commercial plate reader software|Critical Thinking|Database software|Google Docs|Microsoft Excel|Microsoft Outlook|SAP software|Science|Speaking
1595,Manager,20,13,13,7,65.0,Active Listening|Adobe Acrobat|Apache Hadoop|Atlassian JIRA|Autodesk AutoCAD|Microsoft Excel|Monitoring,Active Learning|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apple macOS|Atlassian Confluence|Critical Thinking|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Speaking|Writing
1596,Laboratory Technician,20,10,10,10,50.0,Active Listening|Commercial plate reader software|Critical Thinking|Data entry software|Database software|Google Docs|MEDITECH software|Microsoft Office software|SAP software|Science,Active Learning|Billing software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Monitoring|Reading Comprehension|Speaking|Writing
1597,Healthcare Representative,19,9,9,10,47.37,Active Listening|Google Analytics|Google Workspace software|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Salesforce software,Active Learning|Amazon Web Services AWS software|Apache Hadoop|Critical Thinking|HubSpot software|Monitoring|Reading Comprehension|Speaking|Writing
1598,Sales Executive,19,8,8,11,42.11,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Apple macOS|Microsoft Excel|Microsoft Outlook|Monitoring|Salesforce software|Speaking,Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Writing
1599,Laboratory Technician,20,9,9,11,45.0,Active Learning|Active Listening|Billing software|Critical Thinking|Data entry software|Database software|Google Docs|Microsoft PowerPoint|Science|Speaking|Writing,Commercial plate reader software|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft Word|Monitoring|Reading Comprehension|SAP software
1601,Laboratory Technician,20,8,8,12,40.0,Active Learning|Billing software|Commercial plate reader software|Critical Thinking|Data entry software|Database software|MEDITECH software|Microsoft Excel|Microsoft PowerPoint|Monitoring|SAP software|Speaking,Active Listening|Google Docs|Microsoft Office software|Microsoft Outlook|Microsoft Word|Reading Comprehension|Science|Writing
1602,Manager,20,14,14,6,70.0,Active Learning|Adobe Acrobat|Adobe Photoshop|Autodesk AutoCAD|Learning Strategies|Monitoring,Active Listening|Adobe Creative Cloud software|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Speaking|Writing
1604,Laboratory Technician,20,8,8,12,40.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Critical Thinking|Data entry software|Database software|MEDITECH software|Monitoring|Reading Comprehension|Science|Speaking,Google Docs|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|SAP software|Writing
1605,Research Scientist,22,9,9,13,40.91,Active Listening|Amazon Web Services AWS software|Apache Hadoop|C|C++|Critical Thinking|Docker|Git|GitHub|Mathematics|Monitoring|Science|Speaking,Active Learning|Ansible software|Apache Kafka|Apache Spark|Bash|Go|Learning Strategies|Reading Comprehension|Writing
1606,Healthcare Representative,19,14,14,5,73.68,Apache Hadoop|Google Workspace software|Microsoft Excel|Monitoring|Salesforce software,Active Learning|Active Listening|Amazon Web Services AWS software|Critical Thinking|Google Analytics|HubSpot software|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Speaking|Writing
1607,Research Scientist,22,10,10,12,45.45,Active Learning|Ansible software|Apache Hadoop|Apache Spark|Bash|C|Docker|GitHub|Go|Mathematics|Speaking|Writing,Active Listening|Amazon Web Services AWS software|Apache Kafka|C++|Critical Thinking|Git|Learning Strategies|Monitoring|Reading Comprehension|Science
1608,Research Director,22,14,14,8,63.64,Active Learning|Adobe Acrobat|Critical Thinking|Learning Strategies|Microsoft Access|Microsoft Outlook|Monitoring|Writing,Active Listening|Adobe Photoshop|ESRI ArcGIS software|IBM SPSS Statistics|Mathematics|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Microsoft Project|Microsoft SharePoint|Microsoft Visio|Reading Comprehension|Science|Speaking
1609,Research Scientist,22,10,10,12,45.45,Amazon Web Services AWS software|Apache Hadoop|Apache Kafka|Apache Spark|Bash|C++|Critical Thinking|Git|Go|Learning Strategies|Mathematics|Speaking,Active Learning|Active Listening|Ansible software|C|Docker|GitHub|Monitoring|Reading Comprehension|Science|Writing
1611,Laboratory Technician,20,10,10,10,50.0,Commercial plate reader software|Data entry software|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|Monitoring|Reading Comprehension|SAP software,Active Learning|Active Listening|Billing software|Critical Thinking|Database software|Google Docs|Microsoft Outlook|Science|Speaking|Writing
1612,Sales Executive,19,9,9,10,47.37,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Apple macOS|Microsoft Office software|Microsoft PowerPoint|Monitoring,Adobe Acrobat|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Outlook|Reading Comprehension|Salesforce software|Speaking|Writing
1613,Sales Executive,19,9,9,10,47.37,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint,Adobe Acrobat|Adobe InDesign|Adobe Photoshop|Microsoft Office software|Monitoring|Reading Comprehension|Salesforce software|Speaking|Writing
1614,Manufacturing Director,20,9,9,11,45.0,Active Learning|Active Listening|Adobe Acrobat|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Speaking|Writing,Adobe Creative Cloud software|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Learning Strategies|Monitoring|Reading Comprehension
1615,Manufacturing Director,20,10,10,10,50.0,Active Learning|Active Listening|Adobe Acrobat|Atlassian Confluence|Critical Thinking|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension,Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian JIRA|Autodesk AutoCAD|Microsoft Excel|Speaking|Writing
1617,Laboratory Technician,20,10,10,10,50.0,Billing software|Commercial plate reader software|Critical Thinking|Database software|Microsoft PowerPoint|Monitoring|SAP software|Science|Speaking|Writing,Active Learning|Active Listening|Data entry software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft Word|Reading Comprehension
1618,Manufacturing Director,20,10,10,10,50.0,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apple macOS|Atlassian JIRA|Microsoft PowerPoint|Writing,Apache Hadoop|Atlassian Confluence|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Speaking
1619,Laboratory Technician,20,9,9,11,45.0,Active Learning|Active Listening|Commercial plate reader software|Critical Thinking|Data entry software|MEDITECH software|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Science,Billing software|Database software|Google Docs|Microsoft Office software|Microsoft Outlook|Microsoft Word|SAP software|Speaking|Writing
1621,Research Scientist,22,12,12,10,54.55,Active Learning|Active Listening|Apache Kafka|Apache Spark|C|C++|Critical Thinking|Learning Strategies|Mathematics|Reading Comprehension,Amazon Web Services AWS software|Ansible software|Apache Hadoop|Bash|Docker|Git|GitHub|Go|Monitoring|Science|Speaking|Writing
1622,Manufacturing Director,20,9,9,11,45.0,Active Learning|Active Listening|Adobe Acrobat|Adobe Photoshop|Apache Hadoop|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Learning Strategies|Microsoft PowerPoint|Speaking,Adobe Creative Cloud software|Amazon Web Services AWS software|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Writing
1623,Research Scientist,22,9,9,13,40.91,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Kafka|Bash|Critical Thinking|Docker|GitHub|Go|Mathematics|Monitoring|Science|Speaking,Active Listening|Apache Hadoop|Apache Spark|C|C++|Git|Learning Strategies|Reading Comprehension|Writing
1624,Sales Representative,19,7,7,12,36.84,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Speaking|Writing,Active Learning|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Reading Comprehension|Salesforce software
1625,Manager,20,14,14,6,70.0,Adobe Photoshop|Critical Thinking|Learning Strategies|Monitoring|Speaking|Writing,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension
1627,Laboratory Technician,20,10,10,10,50.0,Active Learning|Billing software|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|Reading Comprehension|SAP software|Speaking|Writing,Active Listening|Commercial plate reader software|Critical Thinking|Data entry software|Database software|Google Docs|MEDITECH software|Microsoft Outlook|Monitoring|Science
1628,Manufacturing Director,20,12,12,8,60.0,Active Learning|Active Listening|Adobe Acrobat|Apple macOS|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Writing,Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Monitoring|Reading Comprehension|Speaking
1630,Healthcare Representative,19,10,10,9,52.63,Amazon Web Services AWS software|Critical Thinking|Google Analytics|Google Workspace software|IBM SPSS Statistics|Microsoft Excel|Salesforce software|Speaking|Writing,Active Learning|Active Listening|Apache Hadoop|HubSpot software|Intuit QuickBooks|Linux|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension
1631,Manufacturing Director,20,10,10,10,50.0,Active Learning|Active Listening|Adobe Photoshop|Apache Hadoop|Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Microsoft Excel|Reading Comprehension|Speaking,Adobe Acrobat|Adobe Creative Cloud software|Amazon Web Services AWS software|Atlassian JIRA|Critical Thinking|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Monitoring|Writing
1633,Manufacturing Director,20,10,10,10,50.0,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Office software,Active Learning|Adobe Photoshop|Atlassian Confluence|Atlassian JIRA|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking|Writing
1635,Manufacturing Director,20,10,10,10,50.0,Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Apache Hadoop|Apple macOS|Atlassian JIRA|Learning Strategies|Microsoft Excel|Monitoring|Writing,Active Learning|Active Listening|Amazon Web Services AWS software|Atlassian Confluence|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Speaking
1638,Manufacturing Director,20,10,10,10,50.0,Active Listening|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian JIRA|Critical Thinking|Learning Strategies|Microsoft PowerPoint|Speaking,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Atlassian Confluence|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Writing
1639,Sales Executive,19,10,10,9,52.63,Active Learning|Adobe Acrobat|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Microsoft PowerPoint|Reading Comprehension|Salesforce software,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Critical Thinking|Microsoft Office software|Microsoft Outlook|Monitoring|Speaking|Writing
1640,Research Scientist,22,10,10,12,45.45,Active Listening|Apache Spark|Bash|C|Critical Thinking|Docker|Git|Go|Mathematics|Reading Comprehension|Science|Writing,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|C++|GitHub|Learning Strategies|Monitoring|Speaking
1641,Manufacturing Director,20,12,12,8,60.0,Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apple macOS|Atlassian JIRA|Critical Thinking|Monitoring|Speaking,Active Learning|Active Listening|Adobe Acrobat|Apache Hadoop|Atlassian Confluence|Autodesk AutoCAD|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Writing
1642,Human Resources,20,11,11,9,55.0,Active Learning|Active Listening|Adobe InDesign|Applicant tracking software|Critical Thinking|Oracle HRIS|Speaking|Workday software|Writing,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension
1644,Manager,20,13,13,7,65.0,Active Learning|Adobe Acrobat|Amazon Web Services AWS software|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking,Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Apache Hadoop|Apple macOS|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking|Writing
1645,Sales Executive,19,9,9,10,47.37,Active Listening|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Salesforce software,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Apple macOS|Microsoft Excel|Microsoft Office software|Monitoring|Speaking|Writing
1646,Research Scientist,22,10,10,12,45.45,Active Learning|Ansible software|Apache Hadoop|Apache Kafka|Apache Spark|Critical Thinking|Docker|GitHub|Learning Strategies|Reading Comprehension|Science|Speaking,Active Listening|Amazon Web Services AWS software|Bash|C|C++|Git|Go|Mathematics|Monitoring|Writing
1647,Research Scientist,22,10,10,12,45.45,Active Listening|Apache Kafka|Apache Spark|Critical Thinking|GitHub|Learning Strategies|Mathematics|Monitoring|Reading Comprehension|Science|Speaking|Writing,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Bash|C|C++|Docker|Git|Go
1648,Research Scientist,22,10,10,12,45.45,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|C++|Critical Thinking|Learning Strategies|Mathematics|Monitoring|Science,Apache Spark|Bash|C|Docker|Git|GitHub|Go|Reading Comprehension|Speaking|Writing
1649,Laboratory Technician,20,10,10,10,50.0,Active Listening|Data entry software|Database software|Google Docs|MEDITECH software|Microsoft Office software|Monitoring|Reading Comprehension|SAP software|Speaking,Active Learning|Billing software|Commercial plate reader software|Critical Thinking|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Science|Writing
1650,Sales Executive,19,9,9,10,47.37,Active Listening|Adobe Acrobat|Adobe InDesign|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Speaking|Writing,Active Learning|Adobe Creative Cloud software|Adobe Illustrator|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Salesforce software
1651,Healthcare Representative,19,9,9,10,47.37,Active Listening|Amazon Web Services AWS software|Google Workspace software|HubSpot software|Intuit QuickBooks|Linux|Microsoft Excel|Reading Comprehension|Speaking|Writing,Active Learning|Apache Hadoop|Critical Thinking|Google Analytics|IBM SPSS Statistics|Microsoft Office software|Microsoft Outlook|Monitoring|Salesforce software
1653,Manufacturing Director,20,9,9,11,45.0,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Atlassian Confluence|Atlassian JIRA|Learning Strategies|Microsoft Excel|Microsoft Office software|Reading Comprehension|Speaking,Active Listening|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Monitoring|Writing
1654,Manufacturing Director,20,9,9,11,45.0,Active Learning|Active Listening|Adobe Acrobat|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian Confluence|Critical Thinking|Microsoft PowerPoint|Writing,Adobe Creative Cloud software|Atlassian JIRA|Autodesk AutoCAD|Learning Strategies|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Speaking
1655,Research Director,22,15,15,7,68.18,Active Learning|Adobe Photoshop|Mathematics|Microsoft Excel|Microsoft PowerPoint|Microsoft Visio|Monitoring,Active Listening|Adobe Acrobat|Critical Thinking|ESRI ArcGIS software|IBM SPSS Statistics|Learning Strategies|Microsoft Access|Microsoft Office software|Microsoft Outlook|Microsoft Project|Microsoft SharePoint|Reading Comprehension|Science|Speaking|Writing
1656,Research Director,22,13,13,9,59.09,Adobe Photoshop|IBM SPSS Statistics|Mathematics|Microsoft Access|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft SharePoint|Monitoring,Active Learning|Active Listening|Adobe Acrobat|Critical Thinking|ESRI ArcGIS software|Learning Strategies|Microsoft Office software|Microsoft Project|Microsoft Visio|Reading Comprehension|Science|Speaking|Writing
1657,Sales Representative,19,8,8,11,42.11,Active Learning|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Office software|Monitoring|Reading Comprehension|Salesforce software|Speaking|Writing,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint
1658,Research Scientist,22,11,11,11,50.0,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|C|Git|Go|Monitoring|Science|Speaking|Writing,Apache Hadoop|Apache Kafka|Apache Spark|Bash|C++|Critical Thinking|Docker|GitHub|Learning Strategies|Mathematics|Reading Comprehension
